id,output
2967,(ORDER (PIZZAORDER (NUMBER could ) yo give me (NUMBER 15 ) (DRINKTYPE Milkshaks ) along (NUMBER with ) a coke (DRINKTYPE and ) a (NUMBER diet ) (DRINKTYPE sprite ) ) )
2968,(ORDER (PIZZAORDER (NUMBER order ) a pie along (TOPPING with ) cheeseburger onion and (NOT (TOPPING without ) hot eppers ) ) )
2969,(ORDER i wanted to have (PIZZAORDER (NUMBER 1 ) pizza with (TOPPING tofu ) pepperoni and (TOPPING pineapple ) ) )
2970,(ORDER i will (PIZZAORDER (NUMBER get ) a pizza (TOPPING in ) peronal size (NUMBER along ) with peppers and sauteed spinach (TOPPING pineapple ) ) )
2971,(ORDER let me try (PIZZAORDER (SIZE 1 ) medium pie along (TOPPING with ) bbq sauce and chicken but avoid ham ) )
2972,(ORDER lets arrange for (PIZZAORDER (NUMBER one ) additional lrge (NUMBER pizza ) with canadian (TOPPING bacon ) bacon and (TOPPING additional ) cheese and (NUMBER one ) (SIZE large ) (DRINKTYPE sweetened 7 ) up ) )
2973,(ORDER i am (PIZZAORDER (NUMBER just ) (STYLE ordering ) soft drinks tonight (TOPPING give ) me 8 large (TOPPING spicy ) red sauce pizzas (TOPPING with ) pesto and green olives and a 8 liter can of dr pepper ) )
2974,(ORDER i need (PIZZAORDER to (TOPPING have ) nine (NUMBER exta ) large (TOPPING combination ) (TOPPING pepperoni ) pizzas ) )
2975,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medum-sized ) pizza with mint and zucchini ) )
2976,(ORDER id try (PIZZAORDER (NUMBER sevn ) (SIZE large ) pizzas with toppings (TOPPING of ) tomato (TOPPING sauce ) hamburger and black (TOPPING olives ) on both ) )
2977,(ORDER i'll go (PIZZAORDER (NUMBER for ) he a pizza (NUMBER with ) pine apple (TOPPING oregano ) and no prawns ) )
2978,(ORDER i wat to (PIZZAORDER have (NUMBER 15 ) everthing pizzas (TOPPING with ) tomato (TOPPING sauce ) and pesto (TOPPING sauce ) ) )
2979,(ORDER could i settle (PIZZAORDER (NUMBER on ) (SIZE 10 ) medium pizzas with (TOPPING ligh ) on (TOPPING leeks ) and (NUMBER 10 ) (SIZE medium ) pizzas with (TOPPING extra ) cheese ordered ) )
2980,(ORDER (PIZZAORDER (NUMBER 13 ) smal pizzas with roasted (TOPPING eggplant ) and ham ) )
2981,(ORDER (PIZZAORDER let's go ahead with a large (NUMBER pizza ) (SIZE with ) red peppers (TOPPING and ) hummus and (TOPPING hold ) the hamburger ) )
2982,(ORDER help me get (PIZZAORDER (NUMBER 1 ) (SIZE large ) pie with (TOPPING italian ) sausage fntina (TOPPING cheese ) but with no pepperoni (NOT (TOPPING please ) ) ) )
2983,(ORDER i'll just (PIZZAORDER (NUMBER take ) (SIZE 1 ) (STYLE extra ) large pizza with cherry tomatoes (TOPPING roaste ) garlic (TOPPING and ) pineapple ) )
2984,(ORDER i'd like (PIZZAORDER to have (STYLE a ) medium-sized (NUMBER pizza ) (SIZE with ) tomatoe sauce peppers and (TOPPING bay ) leaves ) )
2985,(ORDER i think i'l (PIZZAORDER (NUMBER take ) (TOPPING a ) xl (NUMBER gluten-free ) (SIZE crust ) pizza (NUMBER with ) (SIZE caers ) and chicken please ) )
2986,(ORDER let meget (PIZZAORDER one (NUMBER xl ) (DRINKTYPE ham pizza ) and (NUMBER a ) (VOLUME two liter ) (CONTAINERTYPE of ) Spors (DRINKTYPE drinks ) ) )
2987,(ORDER (PIZZAORDER goo evening how are you please (NOT (TOPPING put ) up (NUMBER 1 ) xl pie and (NOT (TOPPING no ) mushrooms please ) ) )
2988,(ORDER (PIZZAORDER let me finalize with a (QUANTITY extr ) (TOPPING large ) pie (NUMBER with ) cheese black (TOPPING olive ) and with no bell peppers please ) )
2989,(ORDER please put up (PIZZAORDER (NUMBER a ) (SIZE medium ) pie along (TOPPING with ) (TOPPING tomatoe ) sauce and some (QUANTITY a ) little pepper (TOPPING but ) hold sausage ) )
2990,(ORDER let's (PIZZAORDER go wih a medium-sized (NUMBER deep ) (SIZE dish ) roasted eggplant pizza without (NOT (TOPPING pineapple ) ) ) )
2991,(ORDER i'm leaning (PIZZAORDER toward (NUMBER 2 ) med pizzas (TOPPING with ) lettuce (TOPPING and ) onins (NUMBER and ) then add a small pizza with extra cheese ) )
2992,(ORDER i think i'll (PIZZAORDER (NUMBER order ) (TOPPING one ) small (NUMBER all ) (SIZE th ) veggies pizza (TOPPING with ) pine apple (TOPPING and ) hamburger ) )
2993,(ORDER (PIZZAORDER could you (TOPPING please ) get me (TOPPING fifteen ) (TOPPING medim ) pizzas with (NUMBER fifteen ) ice tea with no sugar ) )
2994,(ORDER can i try (PIZZAORDER (NUMBER 8 ) Orange juice (NUMBER extra ) (SIZE large ) 8 (DRINKTYPE cokes also ) extra (NUMBER large ) (SIZE and ) (DRINKTYPE then ) just (NUMBER two ) (SIZE pepsis ) ) )
2995,(ORDER i would (PIZZAORDER (NUMBER take ) one pie (TOPPING with ) (TOPPING parmesan ) and (TOPPING sriracha ) sauce but avoid (NOT (STYLE adding ) oregano please ) ) )
2996,(ORDER i am (PIZZAORDER trying to order (TOPPING a ) sausage and (TOPPING pesto ) pizza without (QUANTITY the ) (TOPPING deep ) ish ) )
2997,(ORDER please ordr (PIZZAORDER a (NUMBER pizza ) make it (QUANTITY small ) (TOPPING please ) i want hig-rise italian sausage but absolutely no onions that's important that's all ) )
2998,(ORDER (PIZZAORDER i 'd (NUMBER like ) to (TOPPING get ) a (NUMBER large-size ) (SIZE pizza ) with cheddar cheese and (TOPPING sausage ) that is (TOPPING not ) stuffed (QUANTITY crust ) ) )
2999,(ORDER i'd appreciate (PIZZAORDER (NUMBER a ) (NUMBER medium-size ) (NUMBER pizza ) with sriracha sauce chicken and (TOPPING pickled ) (TOPPING onions ) please ) )
3000,(ORDER (PIZZAORDER can you get me (NUMBER one ) (SIZE small ) pie with (TOPPING red ) peppers please ) )
3001,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING olive ) bacon and (TOPPING ham ) pizza ) )
3002,(ORDER i would like to have (PIZZAORDER (NUMBER two ) (SIZE small ) pizzas with (TOPPING bacon ) sausage and tuna ) )
3003,(ORDER i'll take (PIZZAORDER a (NUMBER medium ) (NUMBER pizza ) with mushrooms and (TOPPING extra ) cheese (QUANTITY but ) (TOPPING no ) sausage ) )
3004,(ORDER may (PIZZAORDER i please have (NUMBER a ) (SIZE small ) pesto and (TOPPING ham ) pizza (TOPPING pie ) (QUANTITY but ) do (TOPPING not ) put onions on it ) )
3005,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (TOPPING carrots ) lettuce and onions ) )
3006,(ORDER order a (PIZZAORDER large pizza with (TOPPING peppers ) and (TOPPING sausage ) that is (QUANTITY not ) thin crust ) )
3007,(ORDER i'd like (PIZZAORDER (NUMBER to ) order (TOPPING a ) large (NUMBER pizza ) (SIZE with ) peppers onions (TOPPING and ) olives and (TOPPING i'd ) like a pepsi too ) )
3008,(ORDER i'll have a (PIZZAORDER (NUMBER small ) (NUMBER thin ) (SIZE crust ) (STYLE pizza ) with ham and (TOPPING peppers ) ) )
3009,(ORDER i'd love (PIZZAORDER (NUMBER to ) have a pizza (NUMBER along ) with bacon (TOPPING tuna ) (TOPPING but ) hold onions ) )
3010,(ORDER (PIZZAORDER i'll go for (NUMBER one ) pizza along (TOPPING with ) tuna (TOPPING and ) some (TOPPING pineapple ) (TOPPING but ) avoid thin crust ) )
3011,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE medium ) (STYLE ham ) pie with (QUANTITY extra ) (TOPPING cheese ) and (TOPPING pesto ) ) )
3012,(ORDER i prefer (PIZZAORDER (NUMBER a ) pie in (NUMBER small ) (SIZE size ) along with (TOPPING peppers ) and pineapple with no (NOT (TOPPING additional ) cheese and (DRINKTYPE a ) pepsi ) ) )
3013,(ORDER i just want (PIZZAORDER (SIZE a ) small with ham and (TOPPING pineapple ) and (TOPPING onion ) ) )
3014,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING red ) peppers ) )
3015,(ORDER i'll try (PIZZAORDER one (NUMBER medium ) (NUMBER pie ) (SIZE along ) with ham (TOPPING and ) some extra cheese (QUANTITY and ) (TOPPING pesto ) ) )
3016,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza along (TOPPING with ) (TOPPING sausage ) mushrooms but hold (TOPPING ham ) please ) )
3017,(ORDER let's try a (PIZZAORDER (NUMBER medium ) (SIZE chicken ) sausage (TOPPING pizza ) with some extra (QUANTITY cheese ) please ) )
3018,(ORDER can i have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING salami ) and (TOPPING red ) onion with (QUANTITY a ) little (TOPPING basil ) on the top ) )
3019,(ORDER i'm going (PIZZAORDER (NUMBER to ) have a medium (NUMBER pie ) (SIZE thin ) crust olives (TOPPING on ) top and i don't want onions ) )
3020,(ORDER (PIZZAORDER please get me (NUMBER a ) pizza and (TOPPING i ) want mushrooms as (TOPPING well ) as chicken please (NOT (STYLE no ) pepperoni that's it ) ) )
3021,(ORDER (PIZZAORDER (NUMBER just ) (SIZE one ) small pizza please (TOPPING for ) toppings i'd love (TOPPING sausage ) pesto but i don't (TOPPING want ) pepperoni okay that's it ) )
3022,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) and peppers no pineapple ) )
3023,(ORDER can i get (PIZZAORDER (NUMBER one ) (SIZE large ) mushroom and (TOPPING pesto ) pie with no (NOT (TOPPING pepperoni ) please ) ) )
3024,(ORDER id like (PIZZAORDER (NUMBER to ) put in an order for (NUMBER a ) (SIZE large ) new york (TOPPING style ) pepperoni ham (TOPPING and ) bacon pizza ) )
3025,(ORDER i need (PIZZAORDER (NUMBER three ) (SIZE small ) pizzas with (TOPPING olives ) and (TOPPING peppers ) ) )
3026,(ORDER i need (PIZZAORDER to (NUMBER order ) (SIZE a ) small pizza and (TOPPING the ) (TOPPING toppings ) i want tonight (TOPPING are ) bacon as well (TOPPING as ) ham and onions also ) )
3027,(ORDER (PIZZAORDER can you (TOPPING get ) me (NUMBER a ) (SIZE large ) onion and (TOPPING pineapple ) pie without any (NOT (TOPPING pesto ) ) ) )
3028,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) mushroom and (TOPPING chicken ) pie no extra (NOT (TOPPING cheese ) ) ) )
3029,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin ) crust ham and (TOPPING pepperoni ) pizza ) )
3030,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING spinach ) pizza and (NUMBER a ) (VOLUME two liter ) (DRINKTYPE coke ) ) )
3031,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE large ) pie with (TOPPING onions ) thin (TOPPING crust ) (TOPPING chicken ) ) )
3032,(ORDER (PIZZAORDER this order is for (NUMBER three ) (SIZE medium ) pizzas with (TOPPING green ) peppers anchovies black olives and bacon and six large cokes and two large ice teas with no sugar ) )
3033,(ORDER get me (PIZZAORDER (NUMBER one ) (SIZE large ) chicken and (TOPPING mushroom ) pizza without the (QUANTITY extra ) (TOPPING cheese ) ) )
3034,(ORDER i'll (PIZZAORDER go (NUMBER for ) one medium (NUMBER pie ) (SIZE and ) some extra (QUANTITY cheese ) and (TOPPING throw ) me (TOPPING some ) sausage and (TOPPING mushrooms ) ) )
3035,(ORDER i need (PIZZAORDER (NUMBER a ) pizza with (TOPPING tuna ) (TOPPING and ) bacon (TOPPING toppings ) but please don't put any onions on it ) )
3036,(ORDER (PIZZAORDER put an order in for (NUMBER two ) (SIZE medium ) pizzas with (TOPPING olives ) and (TOPPING light ) sauce but (QUANTITY extra ) cheese ) )
3037,(ORDER i wanted (PIZZAORDER to (NUMBER have ) (SIZE one ) small pizza without (NOT (TOPPING tuna ) but (NUMBER with ) olives and (QUANTITY extra ) (TOPPING cheese ) ) ) )
3038,(ORDER may i have (PIZZAORDER (NUMBER one ) (SIZE large ) pie along (TOPPING with ) ham and (TOPPING peppers ) but (QUANTITY hold ) (TOPPING thin ) crust ) )
3039,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) olive and (TOPPING tuna ) pie with no (NOT (TOPPING mushrooms ) on it ) ) )
3040,(ORDER i'll try (PIZZAORDER one (NUMBER pie ) which has (TOPPING olives ) and peppers (TOPPING and ) i don't (TOPPING want ) onions ) )
3041,(ORDER i need (PIZZAORDER (NUMBER to ) (NUMBER order ) (QUANTITY two ) small (TOPPING vegan ) pizzas (NUMBER and ) (SIZE one ) large vegetarian pizza ) )
3042,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING olives ) and (TOPPING bacon ) ham ) )
3043,(ORDER i'd try (PIZZAORDER a (NUMBER large ) (SIZE pizza ) and pepperoni with (TOPPING extra ) cheese but (TOPPING avoid ) mushrooms ) )
3044,(ORDER i need (PIZZAORDER to (NUMBER order ) (SIZE one ) large (TOPPING pepperoni ) pizza one (QUANTITY large ) (TOPPING cheese ) pizza and (NUMBER one ) (SIZE large ) veggie pizza without (NOT (TOPPING bell ) peppers ) ) )
3045,(ORDER i'll try (PIZZAORDER small (NUMBER pizza ) (SIZE which ) has bacon (TOPPING and ) ham onions ) )
3046,(ORDER get me (PIZZAORDER (NUMBER five ) (SIZE small ) pizzas make (TOPPING sure ) there is (NOT (TOPPING no ) pineapple (NUMBER on ) any of them that's (TOPPING all ) for today ) ) )
3047,(ORDER can i try (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING olives ) and (NUMBER extra ) (TOPPING cheese ) and no (NOT (TOPPING tuna ) please ) ) )
3048,(ORDER i'll go (PIZZAORDER (NUMBER for ) one pepsi (NUMBER six ) (NUMBER large ) (SIZE diet ) (DRINKTYPE cokes and ) a (NUMBER medium ) (SIZE fanta ) ) )
3049,(ORDER give me (PIZZAORDER (NUMBER one ) pizza and (TOPPING i'd ) like tuna thin crust and (TOPPING please ) leave off (NOT (STYLE the ) peppers thanks ) ) )
3050,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (TOPPING peppers ) (TOPPING onions ) and (TOPPING pineapple ) ) )
3051,(ORDER i wanted to (PIZZAORDER have (NUMBER a ) (SIZE large ) pizza with (TOPPING peppers ) onions and (TOPPING pineapple ) ) )
3052,(ORDER i want (PIZZAORDER to (NUMBER order ) (QUANTITY two ) large (TOPPING pepper ) ham and (TOPPING olive ) pizzas ) )
3053,(ORDER (PIZZAORDER let me prefer pie along (TOPPING with ) pepperoni (TOPPING and ) more cheese ) )
3054,(ORDER (PIZZAORDER (NUMBER one ) pizza and (NUMBER please ) make it with pineapple bacon (TOPPING and ) pepperoni ) )
3055,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) ham and (TOPPING pepperoni ) pizza with (QUANTITY thin ) (TOPPING crust ) ) )
3056,(ORDER i'll try (PIZZAORDER a (NUMBER pizza ) with onions and (TOPPING ham ) as (TOPPING toppings ) and make (TOPPING sure ) there is no tuna on it okay ) )
3057,(ORDER i want (PIZZAORDER to (NUMBER order ) (SIZE a ) medium pizza with (TOPPING bacon ) and (TOPPING chicken ) and i (TOPPING don't ) want (TOPPING it ) it have (NUMBER a ) thin crust ) )
3058,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING beef ) bacon (TOPPING ham ) onions and (TOPPING black ) olives and (STYLE three ) large (DRINKTYPE diet cokes ) ) )
3059,(ORDER i would (PIZZAORDER (NUMBER like ) (STYLE to ) try (QUANTITY two ) (SIZE medium ) (TOPPING tuna ) pizzas with (QUANTITY extra ) (TOPPING cheese ) and no pesto ) )
3060,(ORDER i only want (PIZZAORDER (SIZE a ) small pizza today (TOPPING please ) (TOPPING put ) olives (TOPPING and ) pesto on (NOT (STYLE there ) but no peppers today thanks ) ) )
3061,(ORDER (PIZZAORDER order (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) pizza (NUMBER and ) (NUMBER a ) two (CONTAINERTYPE liter ) of pepsi ) )
3062,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING carrots ) and (TOPPING cumin ) ) )
3063,(ORDER (PIZZAORDER begin an order for (NUMBER three ) (SIZE large ) pizzas with (TOPPING ham ) and (TOPPING olives ) and (QUANTITY add ) a small (TOPPING deep ) dish pizza with extra cheese ) )
3064,(ORDER i'd like (PIZZAORDER (NUMBER to ) (STYLE order ) (STYLE an ) extra large (NUMBER big ) (SIZE meat ) (TOPPING pizza ) a medium (NUMBER veggie ) (SIZE pizza ) with extra cheese and four (NUMBER large ) (DRINKTYPE cokes ) ) )
3065,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE large ) onion pizzas with thin crust and (NOT (TOPPING no ) olives ) ) )
3066,(ORDER repeat my last (PIZZAORDER order of two large (TOPPING pizzas ) with (TOPPING roasted ) red peppers and ham ) )
3067,(ORDER i want (PIZZAORDER (NUMBER pineapple ) ham without (NOT (TOPPING pepper ) pizza ) ) )
3068,(ORDER get me (PIZZAORDER (NUMBER one ) (SIZE large ) three (STYLE topping ) pizza with (TOPPING ham ) (TOPPING sausage ) and (TOPPING banana ) peppers ) )
3069,(ORDER can i please (PIZZAORDER (NUMBER get ) (SIZE four ) medium bacon and (TOPPING mushroom ) pizzas without peppers ) )
3070,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE combination ) pizza with (QUANTITY extra ) (TOPPING cheese ) and (NUMBER a ) (VOLUME two liter ) bottle of (DRINKTYPE mountain dew ) ) )
3071,(ORDER i have (PIZZAORDER some (NUMBER friends ) coming over (NOT (TOPPING so ) i'll take a (NUMBER large ) (SIZE pie ) and please (TOPPING make ) it (QUANTITY thin ) crust oh yes i want bacon as well as mushrooms thank you ) ) )
3072,(ORDER i want (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza and (TOPPING i ) like it with (TOPPING extra ) (TOPPING cheese ) and i'm in the (NOT (TOPPING mood ) for sausage and mushrooms on the pizza that's it ) ) )
3073,(ORDER (PIZZAORDER i wish to (NUMBER have ) (STYLE a ) pie which (NUMBER is ) (SIZE small ) in size along with (TOPPING peppers ) and (TOPPING mushrooms ) thin (TOPPING crust ) ) )
3074,(ORDER i'll try (PIZZAORDER one (NUMBER pizza ) with pepperoni sausage (TOPPING but ) hold mushrooms ) )
3075,(ORDER i need (PIZZAORDER (NUMBER a ) pizza and (TOPPING i ) (TOPPING want ) pineapple on it i guess i want sausage also but definitely no tuna okay that's it ) )
3076,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING bacon ) and (TOPPING pepperoni ) but no (QUANTITY extra ) (TOPPING cheese ) ) )
3077,(ORDER good evening i (PIZZAORDER want (NUMBER four ) (SIZE small ) pizzas i (TOPPING want ) bacon on (NUMBER all ) (SIZE of ) them as well as ham thanks ) )
3078,(ORDER i (PIZZAORDER think i'll have (NOT (TOPPING a ) medium (NUMBER pie ) (SIZE with ) mushrooms and (TOPPING pineapple ) but (TOPPING please ) leave (TOPPING off ) ham ) ) )
3079,(ORDER i need (PIZZAORDER (NUMBER to ) (STYLE order ) an extra large (TOPPING veggie ) pizza with (QUANTITY extra ) (TOPPING cheese ) and an (TOPPING extra ) large veggie pizza with no mushrooms ) )
3080,(ORDER i (PIZZAORDER would (NUMBER like ) to have (NUMBER one ) (SIZE small ) pizza with (TOPPING mushrooms ) and (TOPPING chicken ) but do (QUANTITY not ) add any (TOPPING extra ) cheese please ) )
3081,(ORDER have two (PIZZAORDER (NUMBER large ) pizzas with (TOPPING pepperoni ) ) )
3082,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) pepper and (TOPPING pesto ) pizza without (NOT (TOPPING mushrooms ) ) ) )
3083,(ORDER i would like (PIZZAORDER one pizza with (TOPPING chicken ) (TOPPING ham ) and (TOPPING pepperoni ) ) )
3084,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING onions ) and (TOPPING ham ) ) )
3085,(ORDER i need (PIZZAORDER (NUMBER a ) (STYLE thin ) crust pizza topped (TOPPING with ) mushrooms and (TOPPING chicken ) ) )
3086,(ORDER i would (PIZZAORDER (NUMBER like ) to get (NUMBER one ) pie with (TOPPING pepperoni ) pineapple (TOPPING and ) bacon please ) )
3087,(ORDER i'd like (PIZZAORDER one (NUMBER small ) (SIZE pizza ) with olives and (TOPPING pesto ) but (TOPPING i ) don't want any peppers (NOT (TOPPING on ) it ) ) )
3088,(ORDER i want (PIZZAORDER (NUMBER one ) pizza with (TOPPING chicken ) (TOPPING ham ) and (TOPPING pepperoni ) on it ) )
3089,(ORDER i'd like (PIZZAORDER (NUMBER two ) (NUMBER small ) (NUMBER thin ) crust (STYLE pies ) with pesto and onions ) )
3090,(ORDER i want (PIZZAORDER (NUMBER two ) (SIZE large ) pizzas with (TOPPING olives ) onions and (TOPPING pesto ) ) )
3091,(ORDER i'd have a (PIZZAORDER (NUMBER medium ) (SIZE pie ) along with chicken (TOPPING and ) add some (QUANTITY extra ) cheese but (TOPPING hold ) onions ) )
3092,(ORDER i prefer (PIZZAORDER to (NUMBER have ) two pizzas with (QUANTITY medium ) size along with peppers mushrooms but no onions ) )
3093,(ORDER order one (PIZZAORDER (NUMBER small ) (STYLE deep ) dish pizza with (TOPPING italian ) sausage and (TOPPING onions ) ) )
3094,(ORDER i need (PIZZAORDER (NUMBER two ) (SIZE large ) size (TOPPING pizzas ) ) )
3095,(ORDER can i get (PIZZAORDER (NUMBER two ) (SIZE small ) onion and (TOPPING bacon ) pies with no (NOT (TOPPING extra ) cheese please ) ) )
3096,(ORDER i want (PIZZAORDER (NUMBER two ) (SIZE large ) cokes one (NUMBER medium ) (SIZE sprite ) and (NUMBER an ) (NUMBER extra ) (SIZE large ) veggie pizza with (QUANTITY extra ) cheese and extra mushrooms ) )
