order,output
3852,(ORDER i wanted (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING chicken ) and (TOPPING mushrooms ) but no (NOT (QUANTITY extra ) (NOT (TOPPING cheese ) please ) ) )
3853,(ORDER i want (PIZZAORDER (SIZE medium ) pie with (QUANTITY extra ) (TOPPING cheese ) (TOPPING sausage ) (TOPPING mushroom ) ) )
3854,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING mushroom ) and (TOPPING pesto ) pizzas with no (NOT (TOPPING onions ) ) ) )
3855,(ORDER i would (PIZZAORDER like to get (NUMBER one ) (SIZE large ) (TOPPING ham ) and (TOPPING onion ) pie without (NOT (TOPPING pesto ) sauce please ) ) )
3856,(ORDER (PIZZAORDER this order is for (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING mushrooms ) (TOPPING green ) (TOPPING pepper ) black (TOPPING olives ) onions and extra cheese ) )
3857,(ORDER i need (PIZZAORDER (NUMBER a ) pie along with (TOPPING olives ) (TOPPING sausage ) but without (NOT (TOPPING tuna ) ) ) )
3858,(ORDER i (PIZZAORDER think i'll have a small (NUMBER pie ) (SIZE with ) sausage and (TOPPING peppers ) but (TOPPING i ) do not want pineapple on it ) )
3859,(ORDER (PIZZAORDER hi how are you i want to order (NUMBER a ) (SIZE large ) pie could you please make that with (TOPPING sausage ) (TOPPING olives ) and i want ham on there too thanks ) )
3860,(ORDER (PIZZAORDER good evening for tonight i'll take a large (NUMBER pizza ) (SIZE with ) mushrooms and (TOPPING pesto ) and (TOPPING please ) hold the pepperoni that's (TOPPING all ) ) )
3861,(ORDER i'd like (PIZZAORDER a medium (NUMBER pizza ) (SIZE with ) olives and (TOPPING bacon ) but (TOPPING leave ) off the peppers please ) )
3862,(ORDER i'll go with (PIZZAORDER one pie (NUMBER along ) with chicken ham (TOPPING and ) (TOPPING pepperoni ) ) )
3863,(ORDER i want (PIZZAORDER to try (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) and (TOPPING ham ) (TOPPING pie ) with absolutely no (NOT (TOPPING tuna ) please ) ) )
3864,(ORDER i'll go for a small (PIZZAORDER (NUMBER pizza ) (SIZE along ) with pepperoni sausage (TOPPING but ) (TOPPING hold ) olives ) )
3865,(ORDER get me (PIZZAORDER (NUMBER two ) mushroom pizzas (NUMBER two ) (DRINKTYPE dr peppers ) and (NUMBER a ) (DRINKTYPE coke ) ) )
3866,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING sausage ) (TOPPING olives ) and (TOPPING ham ) ) )
3867,(ORDER i'm having (PIZZAORDER a bunch (NUMBER of ) people over tonight so i need five pizzas i want mushrooms and onions on all of them and no sausage on any of them ) )
3868,(ORDER i need (PIZZAORDER (NUMBER two ) pies along with (TOPPING peppers ) and (TOPPING bacon ) (TOPPING pesto ) ) )
3869,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE meat ) lovers and sprinkle it with oregano ) )
3870,(ORDER i need (PIZZAORDER (NUMBER a ) pie along with (TOPPING pineapple ) (TOPPING sausage ) and without (NOT (TOPPING tuna ) ) ) )
3871,(ORDER can i have (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) and (TOPPING ham ) pie with (TOPPING onions ) ) )
3872,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE small ) (STYLE thin ) crust pesto (TOPPING onion ) pizzas ) )
3873,(ORDER can i get (PIZZAORDER (NUMBER a ) me pizza with (TOPPING chicken ) (TOPPING tuna ) but no (NOT (TOPPING pesto ) ) ) )
3874,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING onion ) and (TOPPING pepperoni ) pizzas with (NUMBER a ) (VOLUME two liter ) (DRINKTYPE of ) coke ) )
3875,(ORDER i would like (PIZZAORDER (NUMBER one ) pizza with (TOPPING chicken ) and (TOPPING onions ) and no (NOT (TOPPING pesto ) please ) ) )
3876,(ORDER i wanted to (PIZZAORDER have (NUMBER three ) pizzas with (TOPPING mushrooms ) (TOPPING pepperoni ) and (TOPPING ham ) ) )
3877,(ORDER get me (PIZZAORDER (NUMBER two ) (STYLE thin ) crust (TOPPING tuna ) pies with no (NOT (TOPPING pepperoni ) ) ) )
3878,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING sausage ) and (TOPPING peppers ) but no (NOT (TOPPING chicken ) ) ) )
3879,(ORDER i need (PIZZAORDER to order (NUMBER two ) cokes to go with a (SIZE large ) (TOPPING sausage ) pizza ) )
3880,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE small ) pie and i'd like tuna on it and please also i'll take peppers and bacon on it ) )
3881,(ORDER i will (PIZZAORDER try (NUMBER a ) (SIZE medium ) pizza with (TOPPING mushrooms ) and (TOPPING onions ) but hold (NOT (TOPPING ham ) please ) ) )
3882,(ORDER i wish (PIZZAORDER to have (NUMBER a ) (SIZE large ) sized pizza along with (TOPPING bacon ) (TOPPING olives ) but without (NOT (TOPPING chicken ) ) ) )
3883,(ORDER i would (PIZZAORDER like to try (NUMBER a ) (SIZE medium ) pizza with (TOPPING pesto ) and (TOPPING onions ) and no (NOT (TOPPING bacon ) please ) ) )
3884,(ORDER i prefer (PIZZAORDER (NUMBER a ) pizza small in size (QUANTITY including ) (TOPPING chicken ) and (TOPPING mushrooms ) but without (NOT (TOPPING pepperoni ) ) ) )
3885,(ORDER i prefer (PIZZAORDER (NUMBER a ) pie along with (TOPPING peppers ) (TOPPING chicken ) thin crust and (NUMBER a ) (DRINKTYPE pepsi ) ) )
3886,(ORDER i'll (DRINKORDER try three pepsi (NUMBER with ) five medium (NUMBER diet ) (SIZE sprites ) (DRINKTYPE and one ) coke ) )
3887,(ORDER can i have (PIZZAORDER pizza along with (QUANTITY extra ) (TOPPING cheese ) and some (TOPPING onions ) (TOPPING pepperoni ) please ) )
3888,(ORDER i want (PIZZAORDER to order (NUMBER one ) (SIZE large ) (TOPPING vegan ) pizza with (QUANTITY extra ) (TOPPING mushrooms ) and (NUMBER one ) (SIZE small ) pepperoni pizza ) )
3889,(ORDER i want (PIZZAORDER to order (NUMBER a ) (TOPPING sausage ) and (TOPPING pesto ) pizza without the (NOT (STYLE thin ) crust ) ) )
3890,(ORDER i prefer (PIZZAORDER (NUMBER a ) pizza along with (TOPPING pineapple ) (TOPPING ham ) without (NOT (TOPPING peppers ) ) ) )
3891,(ORDER get me (PIZZAORDER (NUMBER three ) (TOPPING ham ) and (TOPPING chicken ) pies with no (NOT (TOPPING mushrooms ) ) ) )
3892,(ORDER i would (PIZZAORDER like to out in an order for (NUMBER a ) (SIZE small ) cheese pizza and (NUMBER two ) (CONTAINERTYPE cans ) of (DRINKTYPE sprite ) ) )
3893,(ORDER let me have (PIZZAORDER (NUMBER a ) pizza in (SIZE medium ) size along with (TOPPING pesto ) (TOPPING tuna ) and (TOPPING mushrooms ) ) )
3894,(ORDER i will (PIZZAORDER try (NUMBER one ) (SIZE medium ) pizza with (TOPPING chicken ) (TOPPING tuna ) but hold any (NOT (TOPPING pesto ) please ) ) )
3895,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) and (TOPPING pineapple ) pie no extra (NOT (TOPPING cheese ) ) ) )
3896,(ORDER order a (PIZZAORDER (SIZE medium ) pizza with (TOPPING tuna ) and (TOPPING mushrooms ) without any (NOT (TOPPING peppers ) ) ) )
3897,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) pie with (TOPPING pepperoni ) and (TOPPING olives ) ) )
3898,(ORDER i would like (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) pie with (QUANTITY thin ) (TOPPING crust ) and (QUANTITY extra ) (TOPPING cheese ) please ) )
3899,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) and (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) pizza ) )
3900,(ORDER order a (PIZZAORDER (SIZE large ) pizza with (TOPPING bacon ) (TOPPING ham ) and (TOPPING sausage ) please ) )
3901,(ORDER (PIZZAORDER okay let me think i'll have one pizza (NUMBER with ) ham on (TOPPING it ) also i want olives but i don't care for pepperoni that's all ) )
3902,(ORDER repeat my favorite (PIZZAORDER order of (NUMBER a ) crunchy thin crust pizza with fresh mushrooms (TOPPING and ) pepperoni ) )
3903,(ORDER i need (PIZZAORDER (NUMBER three ) pies and i want (TOPPING bacon ) pesto and onions on all of them that's it ) )
3904,(ORDER i would (PIZZAORDER like to place an order for (NUMBER a ) (SIZE large ) pizza with (TOPPING tomatoes ) (TOPPING salami ) and (TOPPING chicken ) ) )
3905,(ORDER i'd try (PIZZAORDER one large (NUMBER pie ) (SIZE along ) with peppers olives (TOPPING but ) (TOPPING hold ) tuna ) )
3906,(ORDER i want (PIZZAORDER to order (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) pizza with (TOPPING onions ) and (TOPPING mushrooms ) and (NUMBER two ) (SIZE large ) (DRINKTYPE cokes ) ) )
3907,(ORDER i wanted to (PIZZAORDER have (NUMBER a ) (SIZE large ) pie with (TOPPING tuna ) and (STYLE thin ) crust (TOPPING ham ) ) )
3908,(ORDER (PIZZAORDER (NUMBER three ) (STYLE stuffed ) crust pizzas with (QUANTITY extra ) (TOPPING pepperoni ) one (NUMBER pepsi ) ) )
3909,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushroom ) and (TOPPING sausage ) pizzas ) )
3910,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING olives ) and (TOPPING pepperoni ) on it without any pesto ) )
3911,(ORDER (PIZZAORDER can you get me (NUMBER two ) pies with (TOPPING peppers ) and (TOPPING bacon ) (TOPPING pesto ) thanks ) )
3912,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE large ) pie with (TOPPING mushrooms ) and (TOPPING pineapple ) and i do not want ham ) )
3913,(ORDER get me (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING mushroom ) and (TOPPING sausage ) pizza ) )
3914,(ORDER (PIZZAORDER i'd like three pepsi (NUMBER just ) one (NUMBER coke ) and (DRINKTYPE one ) diet (NUMBER sprite ) (DRINKTYPE i appreciate ) it ) )
3915,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) pizzas with (TOPPING chorizo ) and (TOPPING bacon ) ) )
3916,(ORDER i'll try (PIZZAORDER one small (NUMBER pie ) (SIZE along ) chicken and (TOPPING some ) extra cheese (QUANTITY but ) (TOPPING hold ) olives ) )
3917,(ORDER (PIZZAORDER i wish to have (NUMBER five ) (SIZE small ) pizzas with (NUMBER one ) (DRINKTYPE sprite ) ) )
3918,(ORDER i wanted to (PIZZAORDER have (NUMBER one ) (SIZE medium ) pizza with (TOPPING bacon ) and (TOPPING pesto ) without (NOT (TOPPING sausage ) ) ) )
3919,(ORDER can i have (PIZZAORDER (NUMBER one ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING tuna ) and (TOPPING olives ) please ) )
3920,(ORDER i will (PIZZAORDER go for (NUMBER two ) (SIZE large ) pies with (TOPPING tuna ) (TOPPING chicken ) but i need to (NOT (TOPPING avoid ) (NOT (TOPPING ham ) ) ) )
3921,(ORDER i just want (PIZZAORDER (NUMBER two ) (SIZE small ) pies with (TOPPING onion ) (TOPPING mushrooms ) and (TOPPING peppers ) ) )
3922,(ORDER i'll try (PIZZAORDER a medium (NUMBER pie ) (SIZE along ) with bacon and (TOPPING chicken ) but (TOPPING avoid ) extra cheese ) )
3923,(ORDER i (PIZZAORDER would like to have (NUMBER one ) pie with (TOPPING mushrooms ) and (TOPPING sausage ) but without any (NOT (TOPPING ham ) ) ) )
3924,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) pizza with (TOPPING ham ) and (TOPPING onions ) ) )
3925,(ORDER i need (PIZZAORDER (NUMBER a ) pie and i'd like pesto on (TOPPING there ) as well as extra cheese but (TOPPING no ) tuna please ) )
3926,(ORDER (PIZZAORDER for today please make me (NUMBER a ) (SIZE small ) pie and i'd like pesto on it as well as pepperoni and extra cheese that's all ) )
3927,(ORDER i need (PIZZAORDER to put in an order for (NUMBER five ) (TOPPING bacon ) and (TOPPING sausage ) pizzas ) )
3928,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) and (TOPPING olive ) pie with no (NOT (TOPPING tuna ) ) ) )
3929,(ORDER i want (PIZZAORDER to get (NUMBER one ) (SIZE large ) (TOPPING olive ) and (TOPPING chicken ) pie with no (NOT (TOPPING ham ) please ) ) )
3930,(ORDER i need (PIZZAORDER (NUMBER one ) pizza might as well make it (SIZE large ) on it i'd like olives make it thin crust and no pineapples today that's great ) )
3931,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE medium ) pizza with (TOPPING mushrooms ) and (TOPPING chicken ) hold the (NOT (TOPPING sausage ) ) ) )
3932,(ORDER i would like to have (PIZZAORDER (NUMBER a ) (SIZE small ) pizza added (TOPPING olives ) and (TOPPING bacon ) (TOPPING ham ) ) )
3933,(ORDER i want (PIZZAORDER (NUMBER two ) pies with (QUANTITY thin ) (TOPPING crust ) (TOPPING tuna ) and without (NOT (TOPPING pepperoni ) ) ) )
3934,(ORDER i'll go with (PIZZAORDER six number of small (SIZE pies ) (SIZE along ) with peppers and (TOPPING more ) cheese ) )
3935,(ORDER can i have (PIZZAORDER (NUMBER a ) pizza with (TOPPING pineapple ) and (TOPPING bacon ) but no (NOT (QUANTITY extra ) (NOT (TOPPING cheese ) ) ) )
3936,(ORDER i need (PIZZAORDER (NUMBER a ) (SIZE large ) pizza tonight with (QUANTITY extra ) (TOPPING cheese ) let's see i also want pepperoni but i do not want any bacon thanks a lot ) )
3937,(ORDER (PIZZAORDER (SIZE small ) pizza with (TOPPING ham ) (TOPPING pepperoni ) and no (NOT (TOPPING tuna ) ) ) )
3938,(ORDER order me (PIZZAORDER (NUMBER a ) (SIZE large ) size pizza that (TOPPING has ) (TOPPING pesto ) and (TOPPING pineapple ) but no (NOT (QUANTITY extra ) cheese ) ) )
3939,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) and (TOPPING olive ) pie without (NOT (TOPPING pepperoni ) ) ) )
3940,(ORDER put (PIZZAORDER an order in for (NUMBER five ) (SIZE medium ) (TOPPING sausage ) and (TOPPING bacon ) pizzas and add (SIZE two ) (SIZE large ) (DRINKTYPE cokes ) to go with it ) )
3941,(ORDER i'd have (PIZZAORDER one small (NUMBER pizza ) (SIZE along ) with onions and (TOPPING tuna ) please (TOPPING avoid ) pineapple ) )
3942,(ORDER (PIZZAORDER put an order in for (NUMBER four ) (SIZE large ) pizzas with (QUANTITY extra ) (TOPPING cheese ) and (TOPPING light ) (TOPPING sauce ) ) )
3943,(ORDER i would (PIZZAORDER like to get two pepsi (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) and (NUMBER six ) (SIZE medium ) (DRINKTYPE fantasy ) ) )
3944,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) and (TOPPING olive ) pizza with no (NOT (TOPPING chicken ) ) ) )
3945,(ORDER (PIZZAORDER i wish to have (NUMBER one ) pizza with (TOPPING pepperoni ) ) )
3946,(ORDER i want (PIZZAORDER (NUMBER two ) pizzas with (QUANTITY extra ) (TOPPING cheese ) and (TOPPING green ) peppers ) )
3947,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING pepperoni ) and (TOPPING ham ) but no (NOT (TOPPING tuna ) please ) ) )
3948,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) pie with (QUANTITY extra ) (TOPPING cheese ) (TOPPING ham ) without (NOT (TOPPING pesto ) ) ) )
3949,(ORDER i'll go (PIZZAORDER for a large (NUMBER pizza ) (SIZE for ) toppings i (TOPPING want ) ham no onions and i want the thin crust style i love that that's it ) )
3950,(ORDER i want (PIZZAORDER six fantasy (NUMBER one ) (DRINKTYPE pepsi ) and (NUMBER one ) (SIZE small ) (DRINKTYPE diet sprite ) ) )
3951,(ORDER order (DRINKORDER (NUMBER four ) (SIZE large ) sprites one (SIZE small ) coke along with two (SIZE large ) (TOPPING pepperoni ) pizzas with extra cheese ) )
3952,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) pizza with (TOPPING pesto ) (TOPPING bacon ) and avoid (NOT (TOPPING onions ) ) ) )
3953,(ORDER i'd like (PIZZAORDER a pie (NUMBER with ) pepperoni pineapple (TOPPING and ) (TOPPING no ) tuna ) )
3954,(ORDER can i get (PIZZAORDER (NUMBER a ) (SIZE medium ) sprite with a (TOPPING sausage ) and (TOPPING onion ) pizza with (QUANTITY extra ) (TOPPING cheese ) ) )
3955,(ORDER (PIZZAORDER could you please get me (NUMBER six ) (STYLE thin ) crust pizzas with (TOPPING mushrooms ) and (TOPPING peppers ) ) )
3956,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) and (TOPPING pepperoni ) pie with (TOPPING tuna ) ) )
3957,(ORDER i'd (PIZZAORDER like to order a small (NUMBER pizza ) (SIZE with ) peppers sausage (TOPPING and ) (TOPPING pineapple ) ) )
3958,(ORDER (PIZZAORDER hello my order is for (NUMBER one ) pie and i'd like it if it came with sausage olives (TOPPING as ) well as pineapple thank you so much ) )
3959,(ORDER i want (PIZZAORDER (NUMBER two ) (SIZE medium ) pizzas with (QUANTITY extra ) (TOPPING cheese ) and (TOPPING sausage ) and (NUMBER two ) (DRINKTYPE diet cokes ) ) )
3960,(ORDER order a (PIZZAORDER (SIZE medium ) (TOPPING tuna ) and (TOPPING ham ) pizza without any (NOT (TOPPING sausage ) ) ) )
3961,(ORDER get me (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pineapple ) and (TOPPING pepper ) pizzas with no (NOT (TOPPING ham ) ) ) )
3962,(ORDER i prefer (PIZZAORDER (NUMBER one ) (SIZE large ) pizza including (TOPPING tuna ) more (TOPPING cheese ) (TOPPING olives ) ) )
3963,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olive ) and (TOPPING onion ) pizza with (TOPPING pineapple ) on it ) )
3964,(ORDER i would like (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING salami ) pizza with (TOPPING feta ) and (TOPPING black ) olives a (NUMBER large ) (SIZE combination ) pizza and (NUMBER three ) (SIZE large ) (DRINKTYPE diet sprites ) ) )
3965,(ORDER i need (PIZZAORDER an order of (NUMBER one ) (SIZE medium ) cheese pizza with two (SIZE large ) (STYLE thin ) crust vegan pizzas ) )
3966,(ORDER i want (PIZZAORDER (NUMBER four ) pizzas and (TOPPING i'd ) like them all medium i'd like (TOPPING all ) of them with bacon and mushrooms but without peppers ) )
3967,(ORDER (PIZZAORDER repeat my order for (NUMBER a ) (SIZE large ) pizza with (TOPPING onions ) and (TOPPING black ) olives to go with two cans of (DRINKTYPE sprite ) ) )
3968,(ORDER (PIZZAORDER could you give me (NUMBER a ) mushroom and (TOPPING bacon ) pizza large please and i want (TOPPING peppers ) on it too ) )
3969,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) and (TOPPING ham ) pizza without (NOT (TOPPING tuna ) ) ) )
3970,(ORDER get me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) pizza with (TOPPING pesto ) and (QUANTITY extra ) (TOPPING cheese ) and (NUMBER a ) (DRINKTYPE pepsi ) ) )
3971,(ORDER i want (PIZZAORDER to place an order for (NUMBER a ) (SIZE medium ) pizza with (TOPPING chicken ) (TOPPING sausage ) and (QUANTITY extra ) (TOPPING cheese ) ) )
3972,(ORDER id like (PIZZAORDER to order (NUMBER one ) (SIZE large ) chicken pizza with (TOPPING spicy ) (TOPPING red ) sauce and (TOPPING arugula ) on top ) )
3973,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) and (TOPPING pepper ) pizza with no (NOT (TOPPING onions ) ) ) )
3974,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) pie with (QUANTITY extra ) (TOPPING cheese ) and no (NOT (TOPPING peppers ) ) ) )
3975,(ORDER i'd like (PIZZAORDER one large (NUMBER pizza ) (SIZE with ) bacon pepperoni (TOPPING and ) (TOPPING pineapple ) ) )
3976,(ORDER (PIZZAORDER order me (NUMBER two ) cokes and (NUMBER one ) (SIZE large ) pizza with (TOPPING ham ) (TOPPING bacon ) and (TOPPING mushrooms ) on it ) )
3977,(ORDER i would (PIZZAORDER like to try (NUMBER a ) (STYLE thin ) crust pie with (TOPPING peppers ) and (TOPPING chicken ) and (NUMBER a ) (DRINKTYPE pepsi ) please ) )
3978,(ORDER i'd like (PIZZAORDER to order one small (NUMBER pizza ) (SIZE with ) extra cheese (QUANTITY olives ) (TOPPING and ) (TOPPING no ) tuna ) )
3979,(ORDER i prefer (PIZZAORDER pie with (SIZE medium ) size along with (TOPPING pesto ) and (TOPPING onions ) without (NOT (TOPPING mushrooms ) ) ) )
3980,(ORDER i'd love (PIZZAORDER to have one pie (NUMBER along ) with pesto some (TOPPING pepper ) and (TOPPING please ) avoid bacon ) )
3981,(ORDER (PIZZAORDER can you get me (NUMBER a ) (SIZE small ) pie with (TOPPING mushrooms ) (TOPPING peppers ) and no (NOT (TOPPING onions ) please ) ) )
3982,(ORDER i (PIZZAORDER think i'll order one large (NUMBER pizza ) (SIZE with ) sausage and (TOPPING i'll ) try mushrooms on there too (TOPPING but ) i don't like pepperoni okay that's it ) )
3983,(ORDER get me (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) and (TOPPING pineapple ) pie with no (NOT (TOPPING pesto ) ) ) )
3984,(ORDER (PIZZAORDER place an order for (NUMBER three ) (SIZE small ) pizzas with (TOPPING bacon ) (TOPPING chicken ) and (TOPPING salami ) ) )
3985,(ORDER i want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING pepperoni ) (TOPPING ground ) beef onions and (TOPPING mushrooms ) with (NUMBER a ) (SIZE large ) (DRINKTYPE coke ) ) )
3986,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) double (TOPPING cheese ) double (TOPPING pepperoni ) pizzas please ) )
3987,(ORDER i just want (PIZZAORDER (NUMBER a ) (SIZE large ) pizza and i want sausage (QUANTITY extra ) (TOPPING cheese ) and (TOPPING also ) some (TOPPING ham ) as well all of (TOPPING that ) thanks ) )
