id,tops,order
2829,(ORDER (PIZZAORDER (NUMBER 6 ) (STYLE gluten-freecrust ) pizzas with additional (NUMBER chard ) (DRINKTYPE one ) 7 up ) ),6 gluten-freecrust pizzas with additional chard one 7 up
2830,(ORDER please i want (PIZZAORDER (NUMBER a ) pizza and please i want the med size but i'd like black olive (TOPPING on ) there as well as hot pepprs (TOPPING and ) pepperoni thanks a lot ) ),please i want a pizza and please i want the med size but i'd like black olive on there as well as hot pepprs and pepperoni thanks a lot
2831,(ORDER i'd ike (PIZZAORDER to place an order for a lrge (NUMBER combination ) pizza with a little gorgozola (NUMBER and ) (SIZE a ) two liter bottle (NUMBER of ) (VOLUME unsweetened ice ) (CONTAINERTYPE eas ) ) ),i'd ike to place an order for a lrge combination pizza with a little gorgozola and a two liter bottle of unsweetened ice eas
2832,(ORDER id like (PIZZAORDER to put in n order for (NUMBER 1 ) (SIZE medium-sized ) pizza with sweet potatoes (TOPPING on ) it ) ),id like to put in n order for 1 medium-sized pizza with sweet potatoes on it
2833,(ORDER i'd like (PIZZAORDER to get 1 extra (NUMBER lare ) (SIZE salami ) pizza and (TOPPING a ) two liter (NUMBER of ) (CONTAINERTYPE diet ) (CONTAINERTYPE pepsis ) ) ),i'd like to get 1 extra lare salami pizza and a two liter of diet pepsis
2834,(ORDER (PIZZAORDER (NUMBER a ) lage pizza with no ground (NOT (TOPPING beef ) please ) ) ),a lage pizza with no ground beef please
2835,(ORDER (PIZZAORDER could you put in (NUMBER a ) (SIZE medium ) pizza and i'll try it with goat ceese pepperoni as well (TOPPING as ) tuna thanks a lot ) ),could you put in a medium pizza and i'll try it with goat ceese pepperoni as well as tuna thanks a lot
2836,(ORDER fetch me (PIZZAORDER (NUMBER one ) xl pizza with (TOPPING anchovies ) and pepperonis and also need two (DRINKTYPE Soy ) milk ) ),fetch me one xl pizza with anchovies and pepperonis and also need two Soy milk
2837,(ORDER (PIZZAORDER hello my order is for (NUMBER a ) (SIZE large ) pizza with (TOPPING pickles ) and (TOPPING olive ) but i also need (NUMBER two ) (DRINKTYPE mountain ) dw to go with it ) ),hello my order is for a large pizza with pickles and olive but i also need two mountain dw to go with it
2838,(ORDER i would (PIZZAORDER like to order six supree grilled chicken (TOPPING and ) gorgonzola pizzas ) ),i would like to order six supree grilled chicken and gorgonzola pizzas
2839,(ORDER could i lace (PIZZAORDER an order? nine (NUMBER pizzas ) along with banana (TOPPING peppers ) (TOPPING and ) chicken (TOPPING but ) hold mushrooms ) ),could i lace an order? nine pizzas along with banana peppers and chicken but hold mushrooms
2840,(ORDER i (PIZZAORDER think i'll take a medium-sized (SIZE pizza ) (SIZE with ) salami and red onion (TOPPING with ) additional (TOPPING basil ) on the top ) ),i think i'll take a medium-sized pizza with salami and red onion with additional basil on the top
2841,(ORDER i'm craving (PIZZAORDER a xl (NUMBER pizza ) with jalepeno peppers (TOPPING hamburger ) (TOPPING and ) thin crust ) ),i'm craving a xl pizza with jalepeno peppers hamburger and thin crust
2842,(ORDER (PIZZAORDER can you give me (NUMBER a ) (SIZE personal ) pizza with (TOPPING zucchini ) and broccoli and no feta (NOT (TOPPING please ) ) ) ),can you give me a personal pizza with zucchini and broccoli and no feta please
2843,(ORDER get (PIZZAORDER (SIZE a ) large-size pizza mushy peas sausage and with (TOPPING no ) (TOPPING gluten-free ) crust ) ),get a large-size pizza mushy peas sausage and with no gluten-free crust
2844,(ORDER repeat my (PIZZAORDER (NUMBER a ) (SIZE extra ) (STYLE large ) (STYLE thin ) crust pizza with (TOPPING cherry ) tomatoes and (TOPPING banana ) peppers ) ),repeat my a extra large thin crust pizza with cherry tomatoes and banana peppers
2845,(ORDER we ned (PIZZAORDER (NUMBER a ) lnch pizza including spinach (TOPPING and ) red (TOPPING cabbage ) onions ) ),we ned a lnch pizza including spinach and red cabbage onions
2846,(ORDER i have (PIZZAORDER some friends coming over so i'll take 1 medium-sized (NUMBER pizza ) (SIZE and ) tofu beef tuna ) ),i have some friends coming over so i'll take 1 medium-sized pizza and tofu beef tuna
2847,(ORDER i'll try (PIZZAORDER a meatball (NUMBER and ) (TOPPING pineapple ) pizza (TOPPING no ) peppers ) ),i'll try a meatball and pineapple pizza no peppers
2848,(ORDER loking for (PIZZAORDER a (NUMBER extra ) (SIZE large ) red (TOPPING onion ) (TOPPING and ) zucchini (TOPPING pie ) hold the tuna ) ),loking for a extra large red onion and zucchini pie hold the tuna
2849,(ORDER repeat my last (PIZZAORDER order of (QUANTITY a ) (TOPPING med ) (TOPPING roasted ) (TOPPING red ) sausage and (QUANTITY extra ) (TOPPING green ) (TOPPING bell ) (TOPPING sausage ) pizza without any (NOT (TOPPING sausage ) ) ) ),repeat my last order of a med roasted red sausage and extra green bell sausage pizza without any sausage
2850,(ORDER (PIZZAORDER can you handle this order (NUMBER a ) (SIZE medium-sized ) hot peppers (STYLE pizza ) (TOPPING and ) a large (NUMBER tomato ) (SIZE sauce ) (TOPPING pizza ) ) ),can you handle this order a medium-sized hot peppers pizza and a large tomato sauce pizza
2851,(ORDER i want (PIZZAORDER to (NUMBER 1 ) (STYLE med ) pizza with buffal sauce (TOPPING and ) bacon (TOPPING with ) 1 med diet cokes ) ),i want to 1 med pizza with buffal sauce and bacon with 1 med diet cokes
2852,(ORDER (PIZZAORDER pease give me a (NUMBER small ) (SIZE pizza ) with green (TOPPING peppers ) garlic (TOPPING powder ) and tuna (TOPPING on ) it ) ),pease give me a small pizza with green peppers garlic powder and tuna on it
2853,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) pie with addiional spnach (TOPPING ham ) without pesto ) ),1 small pie with addiional spnach ham without pesto
2854,(ORDER i want (PIZZAORDER to order (NUMBER 6 ) (STYLE glutenfree ) crust pizzas with caramelized (TOPPING onions ) (TOPPING and ) cumin ) ),i want to order 6 glutenfree crust pizzas with caramelized onions and cumin
2855,(ORDER do me (DRINKORDER (NUMBER a ) favor and make e (NUMBER a ) (DRINKTYPE almond ) milk (NUMBER six ) (DRINKTYPE fantas ) and (NUMBER a ) (DRINKTYPE med diet ) sprite for me ) ),do me a favor and make e a almond milk six fantas and a med diet sprite for me
2856,(ORDER (PIZZAORDER place my order for (NUMBER one ) (SIZE extra ) (STYLE large ) (STYLE stuffed ) crust pizza and (NUMBER one ) (SIZE small ) (STYLE veggie ) pizza and (NUMBER three ) (SIZE large ) (DRINKTYPE Apple ) juice ) ),place my order for one extra large stuffed crust pizza and one small veggie pizza and three large Apple juice
2857,(ORDER i have (PIZZAORDER some friends coing over so i'll take 13 large pizzas (NUMBER and ) (SIZE two ) (DRINKTYPE cokes ) and (NUMBER two ) (DRINKTYPE diet ) cokes ) ),i have some friends coing over so i'll take 13 large pizzas and two cokes and two diet cokes
2858,(ORDER i'd be (PIZZAORDER interested in a medium-sied (NUMBER pesto ) (SIZE sauce ) and arugula pie (TOPPING no ) extra jalepeno pepers and i want a pepsi ) ),i'd be interested in a medium-sied pesto sauce and arugula pie no extra jalepeno pepers and i want a pepsi
2859,(ORDER can i choose (PIZZAORDER (NUMBER 8 ) (SIZE medium ) size pizzas with (TOPPING garlic ) powder ) ),can i choose 8 medium size pizzas with garlic powder
2860,(ORDER cold i get (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) peas and (TOPPING green ) olives (TOPPING pizza ) with peppronis ) ),cold i get a medium-sized peas and green olives pizza with peppronis
2861,(ORDER i eel (PIZZAORDER like having (NUMBER 4 ) (SIZE medium-size ) pizzas with truffle oil and capers ) ),i eel like having 4 medium-size pizzas with truffle oil and capers
2862,(ORDER today (PIZZAORDER i'd lke a personal pizza (NUMBER along ) (SIZE with ) cherry tomatoes and (TOPPING mint ) (TOPPING but ) avoid (TOPPING kimchi ) ) ),today i'd lke a personal pizza along with cherry tomatoes and mint but avoid kimchi
2863,(ORDER (PIZZAORDER yeah just get me (NUMBER a ) (SIZE medium-sized ) chorizo pizza (TOPPING with ) a bunch of letuce and no mushrooms please ) ),yeah just get me a medium-sized chorizo pizza with a bunch of letuce and no mushrooms please
2864,(ORDER i would (PIZZAORDER like have (NUMBER a ) (STYLE stuff ) crust pizza with no (NOT (TOPPING bay ) leaves on it ) ) ),i would like have a stuff crust pizza with no bay leaves on it
2865,(ORDER i would like (PIZZAORDER to go for (NUMBER a ) (SIZE a ) (STYLE little ) bit lage pie with a (QUANTITY little ) bit banana (TOPPING peppers ) (TOPPING and ) pesto (TOPPING and ) no olives (NOT (TOPPING please ) ) ) ),i would like to go for a a little bit lage pie with a little bit banana peppers and pesto and no olives please
2866,(ORDER i need (PIZZAORDER to order (NUMBER a ) (SIZE medium-size ) capers and garlic powder pizza (TOPPING with ) (TOPPING no ) arichokes ) ),i need to order a medium-size capers and garlic powder pizza with no arichokes
2867,(ORDER (PIZZAORDER can you get me (NUMBER a ) (TOPPING med ) (TOPPING jalapenos ) and leeks pizza pie but do not put fontinacheese on it ) ),can you get me a med jalapenos and leeks pizza pie but do not put fontinacheese on it
2868,(ORDER i think (PIZZAORDER i'll gab 4 medium pizzas (NUMBER with ) (SIZE lamb ) hamburger black olives (TOPPING and ) (TOPPING bacon ) and six large (SIZE fanas ) (SIZE and ) two large ice (SIZE teas ) with no sugar ) ),i think i'll gab 4 medium pizzas with lamb hamburger black olives and bacon and six large fanas and two large ice teas with no sugar
2869,(ORDER i will (PIZZAORDER get (NUMBER 7 ) pizzas with the (TOPPING buffalo ) (TOPPING sauce ) and (TOPPING pickles ) (TOPPING banana ) (TOPPING peppers ) (TOPPING as ) my base please ) ),i will get 7 pizzas with the buffalo sauce and pickles banana peppers as my base please
2870,(ORDER i feellike (PIZZAORDER having 1 (NUMBER extra ) (SIZE large ) pizza pie and i feellike having both arugula and sauce on it but please no ham ) ),i feellike having 1 extra large pizza pie and i feellike having both arugula and sauce on it but please no ham
2871,(ORDER (PIZZAORDER good evening for tonight i'd like to try two large-sze (NUMBER pizzas ) (SIZE with ) double beef and two large-sze pizzas with extra buffalo sauce ordered ) ),good evening for tonight i'd like to try two large-sze pizzas with double beef and two large-sze pizzas with extra buffalo sauce ordered
2872,(ORDER (PIZZAORDER i thnk i'll grab a mint and (NUMBER grilled ) chicken pizza (TOPPING medium-size ) please and (NUMBER i ) (SIZE want ) suce on it (DRINKTYPE too ) ) ),i thnk i'll grab a mint and grilled chicken pizza medium-size please and i want suce on it too
2873,(ORDER (PIZZAORDER i'll have a large-size (NUMBER pie ) (SIZE and ) i'd like pesto on it as well as pepperoni and a tiny bi of cheese that's all ) ),i'll have a large-size pie and i'd like pesto on it as well as pepperoni and a tiny bi of cheese that's all
2874,(ORDER can i hae (PIZZAORDER 15 (NUMBER pies ) with onions (TOPPING and ) peppers (TOPPING pesto ) (TOPPING please ) ) ),can i hae 15 pies with onions and peppers pesto please
2875,(ORDER i'd like (PIZZAORDER to put in an order for one med (NUMBER pizza ) along with hot peppers (TOPPING and ) (TOPPING zucchini ) but (TOPPING avoid ) grlic ) ),i'd like to put in an order for one med pizza along with hot peppers and zucchini but avoid grlic
2876,(ORDER i'm having (PIZZAORDER a bunch (NUMBER of ) people over tonight so i need fourteen extra (NUMBER large ) (SIZE pizzas ) with swet potatoes mushrooms and (TOPPING bacon ) and six extra large (SIZE cherry ) (SIZE pepsi ) ) ),i'm having a bunch of people over tonight so i need fourteen extra large pizzas with swet potatoes mushrooms and bacon and six extra large cherry pepsi
2877,(ORDER i feel like (PIZZAORDER going with (TOPPING seven ) pickles pizzas (NUMBER one ) (DRINKTYPE diet iced ) tea and (NUMBER seven ) (DRINKTYPE dr peppers ) please ) ),i feel like going with seven pickles pizzas one diet iced tea and seven dr peppers please
2878,(ORDER let me (PIZZAORDER pick (NUMBER a ) (SIZE large-size ) pizza with green olives (TOPPING and ) (TOPPING onions ) hold (TOPPING the ) poppy seeds ) ),let me pick a large-size pizza with green olives and onions hold the poppy seeds
2879,(ORDER (PIZZAORDER how about placng an order for one pizza (NUMBER pie ) with green bell peppers (TOPPING oh ) i almost forgot i'd like that with heavy on red cabbage if you could ) ),how about placng an order for one pizza pie with green bell peppers oh i almost forgot i'd like that with heavy on red cabbage if you could
2880,(ORDER im leaning toward (PIZZAORDER (NUMBER four ) (SIZE medium ) size pizza with (TOPPING red ) peppers ) ),im leaning toward four medium size pizza with red peppers
2881,(ORDER i'm in (PIZZAORDER the mood for a personal (NUMBER blue ) (SIZE cheese ) and (TOPPING vegan ) ppperoni (TOPPING pizza ) no sausage ) ),i'm in the mood for a personal blue cheese and vegan ppperoni pizza no sausage
2882,(ORDER can i please (PIZZAORDER get (NUMBER a ) xl gorgonzola and chicken pie (TOPPING with ) no additional cheese ) ),can i please get a xl gorgonzola and chicken pie with no additional cheese
2883,(ORDER ok i want (PIZZAORDER (NUMBER a ) vegan large with (TOPPING beef ) and no (NOT (TOPPING garlic ) ) ) ),ok i want a vegan large with beef and no garlic
2884,(ORDER (PIZZAORDER please help me order thre pizzas with blue (TOPPING cheese ) (TOPPING and ) vegan (TOPPING cherry ) tomatoes on them but hold the cherry (NOT (TOPPING tomatoes ) thanks ) ) ),please help me order thre pizzas with blue cheese and vegan cherry tomatoes on them but hold the cherry tomatoes thanks
2885,(ORDER i justneed (PIZZAORDER a pizza (NUMBER and ) some a tiny bit (STYLE of ) canadian bacon (TOPPING and ) bay (TOPPING leaves ) (TOPPING but ) avoid peas ) ),i justneed a pizza and some a tiny bit of canadian bacon and bay leaves but avoid peas
2886,(ORDER could you (PIZZAORDER put in (NUMBER a ) xl pizza with (TOPPING olive ) and (TOPPING chicken ) but do not add any (NOT (QUANTITY extra ) (NOT (TOPPING cheese ) please ) ) ),could you put in a xl pizza with olive and chicken but do not add any extra cheese please
2887,(ORDER i'll try (PIZZAORDER the eleven pizzas (NUMBER in ) extr large size along (SIZE with ) (SIZE lettuce ) feta cheese (TOPPING and ) a pepsi ) ),i'll try the eleven pizzas in extr large size along with lettuce feta cheese and a pepsi
2888,(ORDER i'd (PIZZAORDER like to get a large-size (NUMBER pie ) (SIZE with ) pepperoni please ) ),i'd like to get a large-size pie with pepperoni please
2889,(ORDER i'd prefer (PIZZAORDER to go with 1 pizza (NUMBER along ) with parmasean and (TOPPING pesto ) please avoid vegetarian ) ),i'd prefer to go with 1 pizza along with parmasean and pesto please avoid vegetarian
2890,(ORDER id like (PIZZAORDER to put in an ordr for a (NUMBER pie ) along with red (TOPPING onion ) (TOPPING roasted ) (TOPPING garlic ) (TOPPING and ) without cheddar (NOT (TOPPING cheese ) ) ) ),id like to put in an ordr for a pie along with red onion roasted garlic and without cheddar cheese
2891,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lunch ) with chicken and (TOPPING capers ) and one (SIZE small ) (SIZE with ) only jalapeos (TOPPING pizza ) ) ),nine lunch with chicken and capers and one small with only jalapeos pizza
2892,(ORDER help e get (PIZZAORDER (NUMBER a ) pie with (TOPPING balsamic ) glaze (TOPPING lemon ) zest without onions ) ),help e get a pie with balsamic glaze lemon zest without onions
2893,(ORDER (PIZZAORDER sort me out with ffteen (TOPPING pespi ) six (NUMBER small ) (SIZE cokes ) (DRINKTYPE and ) six (NUMBER small ) (SIZE fantas ) ) ),sort me out with ffteen pespi six small cokes and six small fantas
